Drug name,Drug ID,Drug target,Target Pathway,Feature Name,n_feature_pos,n_feature_neg,ic50_effect_size,log_ic50_mean_pos,log_ic50_mean_neg,log_max_conc_tested,log_max_conc_tested_2,feature_ic50_t_pval,feature_delta_mean_ic50,feature_pos_ic50_var,feature_neg_ic50_var,feature_pval,tissue_pval,msi_pval,fdr,Tissue Type,Screening Set
Ruxolitinib,1507,"JAK1, JAK2","Other, kinases",BRAF_mut,7,7,0.277221132,5.234361315,5.517954692,,,0.617329728,-0.283593377,0.606241818,1.313572293,0.613446383,,,0,THCA,GDSC2
Ruxolitinib,1507,"JAK1, JAK2","Other, kinases",NRAS_mut,3,11,0.371951039,5.077886692,5.457504725,,,0.633635044,-0.379618033,1.1253879,0.998339257,0.578499709,,,0,THCA,GDSC2
Ruxolitinib,1507,"JAK1, JAK2","Other, kinases",TP53_mut,10,4,0.227350547,5.442939364,5.209204602,,,0.822392072,0.233734763,0.461277108,1.894590166,0.707484788,,,0,THCA,GDSC2
Linsitinib,1510,IGF1R,IGF1R signaling,BRAF_mut,7,9,0.853687453,3.929908718,5.008021967,,,0.093195691,-1.078113249,0.865772918,1.492945727,0.112388993,,,0,THCA,GDSC2
Linsitinib,1510,IGF1R,IGF1R signaling,NRAS_mut,3,13,0.316160805,4.889399214,4.45487393,,,0.724141432,0.434525284,1.801971055,1.289402642,0.629237815,,,0,THCA,GDSC2
Linsitinib,1510,IGF1R,IGF1R signaling,TP53_mut,11,5,0.103224953,4.581007649,4.438094917,,,0.871389384,0.142912733,1.236999069,1.698033024,0.850972488,,,0,THCA,GDSC2
Epirubicin,1511,Anthracycline,DNA replication,BRAF_mut,7,9,0.647281183,-1.329775673,-0.45120327,,,0.185600499,-0.878572403,0.713886287,1.68578323,0.219846403,,,0,THCA,GDSC2
Epirubicin,1511,Anthracycline,DNA replication,NRAS_mut,3,13,0.274361255,-1.153406881,-0.762233731,,,0.379154364,-0.39117315,0.063291568,1.539779426,0.674915756,,,0,THCA,GDSC2
Epirubicin,1511,Anthracycline,DNA replication,TP53_mut,11,5,0.432274398,-1.025136658,-0.418551181,,,0.57654604,-0.606585477,0.931775385,2.17285351,0.436258748,,,0,THCA,GDSC2
Cyclophosphamide,1512,Alkylating agent,DNA replication,BRAF_mut,7,9,1.327973695,4.845985885,6.046129494,,,0.014548838,-1.20014361,0.414089383,1.140484347,0.019589988,,,0,THCA,GDSC2
Cyclophosphamide,1512,Alkylating agent,DNA replication,NRAS_mut,3,13,0.171643239,5.674827924,5.485583298,,,0.832697208,0.189244626,1.311464523,1.063744949,0.7926242,,,0,THCA,GDSC2
Cyclophosphamide,1512,Alkylating agent,DNA replication,TP53_mut,11,5,0.2524841,5.434526177,5.71145574,,,0.729485445,-0.276929563,0.811587155,1.601206946,0.646904617,,,0,THCA,GDSC2
Pevonedistat,1529,NAE,Other,BRAF_mut,7,9,0.29748793,0.827067371,1.59507962,,,0.54253354,-0.768012249,1.903230979,2.991147801,0.564390978,,,0,THCA,GDSC2
Pevonedistat,1529,NAE,Other,NRAS_mut,3,13,0.399975011,0.421297929,1.452407261,,,0.285614487,-1.031109332,0.884918734,2.760952086,0.542368382,,,0,THCA,GDSC2
Pevonedistat,1529,NAE,Other,TP53_mut,11,5,1.050114226,0.498236688,2.932916923,,,0.192191012,-2.434680235,1.688723016,3.418250427,0.071886038,,,0,THCA,GDSC2
Sapitinib,1549,"EGFR, ERBB2, ERBB3",EGFR signaling,BRAF_mut,7,9,0.104302054,5.171018946,5.279706876,,,0.82684551,-0.10868793,0.65610122,1.255952571,0.839014913,,,0,THCA,GDSC2
Sapitinib,1549,"EGFR, ERBB2, ERBB3",EGFR signaling,NRAS_mut,3,13,0.457005258,5.612818741,5.144310637,,,0.60499653,0.468508103,1.300318381,0.971767078,0.487261521,,,0,THCA,GDSC2
Sapitinib,1549,"EGFR, ERBB2, ERBB3",EGFR signaling,TP53_mut,11,5,0.354718839,5.346096632,4.98148631,,,0.624931104,0.364610322,0.779146578,1.476565625,0.521419826,,,0,THCA,GDSC2
Uprosertib,1553,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,BRAF_mut,7,7,0.305268856,4.142041167,4.598950499,,,0.579103832,-0.456909333,1.298064896,1.671978711,0.578467086,,,86.77006284,THCA,GDSC2
Uprosertib,1553,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,NRAS_mut,3,11,0.064881288,4.447795117,4.34941421,,,0.937404438,0.098380907,1.832305234,1.444856184,0.922297008,,,92.2297008,THCA,GDSC2
Uprosertib,1553,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,TP53_mut,10,4,0.885241608,4.722716936,3.489943076,,,0.177407669,1.232773859,1.409953227,1.339127896,0.160398031,,,48.11940945,THCA,GDSC2
LCL161,1557,"XIAP, IAP1, IAP2",Apoptosis regulation,BRAF_mut,7,7,0.452005282,5.325458099,5.655165467,,,0.418765495,-0.329707368,0.502279546,0.901032166,0.414306145,,,0,THCA,GDSC2
LCL161,1557,"XIAP, IAP1, IAP2",Apoptosis regulation,NRAS_mut,3,11,0.117013018,5.421372038,5.509113531,,,0.922879864,-0.087741494,1.373065426,0.545579746,0.860425222,,,0,THCA,GDSC2
LCL161,1557,"XIAP, IAP1, IAP2",Apoptosis regulation,TP53_mut,10,4,0.934455501,5.672713117,5.034308447,,,0.314199743,0.63840467,0.509090579,1.043762259,0.140201698,,,0,THCA,GDSC2
Lapatinib,1558,"EGFR, ERBB2",EGFR signaling,BRAF_mut,7,9,0.745329884,3.750866048,4.933432944,,,0.136985384,-1.182566896,1.060909663,1.887147238,0.161294803,,,48.38844077,THCA,GDSC2
Lapatinib,1558,"EGFR, ERBB2",EGFR signaling,NRAS_mut,3,13,0.01965563,4.388814305,4.422347378,,,0.982448191,-0.033533073,2.26632592,1.593607544,0.975952075,,,97.59520749,THCA,GDSC2
Lapatinib,1558,"EGFR, ERBB2",EGFR signaling,TP53_mut,11,5,0.439226507,4.18724215,4.919459035,,,0.533325682,-0.732216885,1.341783926,2.28601179,0.429080727,,,64.36210901,THCA,GDSC2
Luminespib,1559,HSP90,Protein stability and degradation,BRAF_mut,7,9,1.080741556,-3.040452372,-1.156933685,,,0.038483205,-1.883518687,1.124513776,2.089732111,0.05002389,,,0,THCA,GDSC2
Luminespib,1559,HSP90,Protein stability and degradation,NRAS_mut,3,13,0.22345033,-2.344096143,-1.897175488,,,0.683702831,-0.446920655,1.462288582,2.07622324,0.732384174,,,0,THCA,GDSC2
Luminespib,1559,HSP90,Protein stability and degradation,TP53_mut,11,5,0.32758761,-2.183955731,-1.534411346,,,0.671515421,-0.649544385,1.296358955,3.091767246,0.55333385,,,0,THCA,GDSC2
Alpelisib,1560,PI3Kalpha,PI3K/MTOR signaling,BRAF_mut,7,9,0.61236827,4.174244741,5.013373708,,,0.248163252,-0.839128967,1.39560254,1.351014255,0.244412285,,,73.32368548,THCA,GDSC2
Alpelisib,1560,PI3Kalpha,PI3K/MTOR signaling,NRAS_mut,3,13,0.163264182,4.836931585,4.602252447,,,0.835038793,0.234679138,1.64281535,1.400260922,0.802509561,,,91.88874086,THCA,GDSC2
Alpelisib,1560,PI3Kalpha,PI3K/MTOR signaling,TP53_mut,11,5,0.055925326,4.621084923,4.701628482,,,0.936639743,-0.080543559,1.127465098,2.020310649,0.918887409,,,91.88874086,THCA,GDSC2
Taselisib,1561,PI3K (beta sparing),PI3K/MTOR signaling,BRAF_mut,7,9,0.429223218,2.571924242,3.21832002,,,0.445747912,-0.646395778,1.908722172,1.111967207,0.408706438,,,61.30596567,THCA,GDSC2
Taselisib,1561,PI3K (beta sparing),PI3K/MTOR signaling,NRAS_mut,3,13,0.01415412,2.9177602,2.939620713,,,0.986370714,-0.021860514,1.88792444,1.479487639,0.982681564,,,98.26815641,THCA,GDSC2
Taselisib,1561,PI3K (beta sparing),PI3K/MTOR signaling,TP53_mut,11,5,0.658265431,3.237573544,2.271008177,,,0.326081737,0.966565367,1.30179647,1.819207672,0.242450515,,,61.30596567,THCA,GDSC2
EPZ5676,1563,DOT1L,Chromatin histone methylation,BRAF_mut,7,9,0.195738747,6.149638231,6.336236323,,,0.67897861,-0.186598092,0.527477066,1.175456668,0.703557296,,,99.34298327,THCA,GDSC2
EPZ5676,1563,DOT1L,Chromatin histone methylation,NRAS_mut,3,13,0.715526128,5.720693399,6.377808795,,,0.550121203,-0.657115396,1.584688368,0.751946921,0.282750574,,,84.82517222,THCA,GDSC2
EPZ5676,1563,DOT1L,Chromatin histone methylation,TP53_mut,11,5,0.004521361,6.255953836,6.251620465,,,0.995399284,0.004333371,0.578544904,1.542147202,0.993429833,,,99.34298327,THCA,GDSC2
SCH772984,1564,"ERK1, ERK2",ERK MAPK signaling,BRAF_mut,7,9,1.050345121,1.10854795,2.950688802,,,0.042804722,-1.842140851,1.047571361,2.135389267,0.055941536,,,16.78246083,THCA,GDSC2
SCH772984,1564,"ERK1, ERK2",ERK MAPK signaling,NRAS_mut,3,13,0.869039655,0.812118993,2.452282914,,,0.157076076,-1.640163922,1.358574609,1.961647087,0.196323837,,,29.44857559,THCA,GDSC2
SCH772984,1564,"ERK1, ERK2",ERK MAPK signaling,TP53_mut,11,5,0.038172573,2.168696194,2.092075346,,,0.959128163,0.076620848,1.402965959,3.029936325,0.944578807,,,94.45788073,THCA,GDSC2
IWP-2,1576,PORCN,WNT signaling,BRAF_mut,7,7,1.0370002,2.947534642,3.70886765,,,0.07675812,-0.761333008,0.678144436,0.786210695,0.076237439,,,22.87123181,THCA,GDSC2
IWP-2,1576,PORCN,WNT signaling,NRAS_mut,3,11,0.308671836,3.530396318,3.273057009,,,0.695741083,0.257339309,0.93936628,0.810914564,0.644074634,,,92.91083542,THCA,GDSC2
IWP-2,1576,PORCN,WNT signaling,TP53_mut,10,4,0.053749344,3.34111903,3.295906437,,,0.936891287,0.045212593,0.798024644,0.959046421,0.929108354,,,92.91083542,THCA,GDSC2
Leflunomide,1578,Pyrimidine synthesis inhibitor,DNA replication,BRAF_mut,7,7,1.250822539,4.729113999,5.406180311,,,0.0442325,-0.677066311,0.681816709,0.34803815,0.037380561,,,0,THCA,GDSC2
Leflunomide,1578,Pyrimidine synthesis inhibitor,DNA replication,NRAS_mut,3,11,0.484752976,5.310896567,5.001306406,,,0.253123164,0.30959016,0.25596799,0.690183391,0.471054168,,,0,THCA,GDSC2
Leflunomide,1578,Pyrimidine synthesis inhibitor,DNA replication,TP53_mut,10,4,0.941958241,5.227385977,4.668300099,,,0.354692387,0.559085878,0.35469106,1.015736893,0.137324498,,,0,THCA,GDSC2
GSK2801,1580,,Chromatin other,BRAF_mut,7,5,0.987693305,4.97560828,5.70587019,,,0.217523901,-0.730261909,0.306137347,1.107274404,0.122534982,,,0,THCA,GDSC2
GSK2801,1580,,Chromatin other,TP53_mut,9,3,1.161071334,5.066823814,5.919064862,,,0.348632906,-0.852241049,0.550516322,1.217209918,0.112192971,,,0,THCA,GDSC2
Bromosporine,1581,"CECR2, BRD2, BRD4, BRD9",Chromatin other,BRAF_mut,7,5,0.716731307,2.344399783,3.176286451,,,0.287776198,-0.831886668,0.985760801,1.3821308,0.248988616,,,0,THCA,GDSC2
Bromosporine,1581,"CECR2, BRD2, BRD4, BRD9",Chromatin other,TP53_mut,9,3,0.485198274,2.543897729,3.132383724,,,0.630718166,-0.588485994,1.026810232,1.771440165,0.483430072,,,0,THCA,GDSC2
SGC-CBP30,1582,"EP300, CBP",Chromatin histone acetylation,BRAF_mut,7,5,1.203662997,3.944031369,5.234963913,,,0.092595469,-1.290932545,0.928011554,1.258511103,0.066873141,,,0,THCA,GDSC2
SGC-CBP30,1582,"EP300, CBP",Chromatin histone acetylation,TP53_mut,9,3,0.539638025,4.314735245,4.983473979,,,0.589358209,-0.668738734,1.063120092,1.776971846,0.43708879,,,0,THCA,GDSC2
GSK-LSD1,1583,KDM1,Chromatin histone methylation,BRAF_mut,7,5,0.355317237,2.670046977,3.021016094,,,0.561530946,-0.350969117,0.97693042,1.00379199,0.557495637,,,0,THCA,GDSC2
GSK-LSD1,1583,KDM1,Chromatin histone methylation,TP53_mut,9,3,0.921009202,2.604067719,3.452933279,,,0.263264559,-0.84886556,0.91235766,0.95800941,0.197205245,,,0,THCA,GDSC2
BDOCA000347a,1584,"BRPF1, BRPF2, BRPF3",Chromatin histone acetylation,BRAF_mut,7,5,0.671125348,2.722208551,3.699008291,,,0.275516124,-0.97679974,1.49243837,1.398174014,0.278413426,,,0,THCA,GDSC2
BDOCA000347a,1584,"BRPF1, BRPF2, BRPF3",Chromatin histone acetylation,TP53_mut,9,3,0.626561775,2.896759477,3.826555343,,,0.416052033,-0.929795866,1.475450903,1.517544732,0.36944526,,,0,THCA,GDSC2
BDF00022089a,1585,"BRPF1, BRPF2, BRPF3",Chromatin histone acetylation,BRAF_mut,7,5,0.833163024,4.154714478,5.213311851,,,0.195260919,-1.058597373,1.238781461,1.316830457,0.185204755,,,0,THCA,GDSC2
BDF00022089a,1585,"BRPF1, BRPF2, BRPF3",Chromatin histone acetylation,TP53_mut,9,3,0.856367379,4.319438356,5.4248718,,,0.327327091,-1.105433444,1.240128228,1.476370584,0.227907647,,,0,THCA,GDSC2
BDILV000379a,1586,"BAZ2A, BAZ2B",Chromatin histone acetylation,BRAF_mut,7,5,1.160756634,4.184589876,5.379835587,,,0.067898038,-1.195245712,1.104112192,0.906738338,0.075574221,,,0,THCA,GDSC2
BDILV000379a,1586,"BAZ2A, BAZ2B",Chromatin histone acetylation,TP53_mut,9,3,0.599901031,4.507301456,5.208531322,,,0.427521107,-0.701229867,1.167971005,1.172654748,0.389354542,,,0,THCA,GDSC2
Entinostat,1593,"HDAC1, HDAC3",Chromatin histone acetylation,BRAF_mut,7,7,0.64605113,2.268564157,3.298364863,,,0.260638751,-1.029800706,0.893870055,2.069449443,0.250074635,,,68.40421099,THCA,GDSC2
Entinostat,1593,"HDAC1, HDAC3",Chromatin histone acetylation,NRAS_mut,3,11,0.501717039,2.133820607,2.96064012,,,0.430759758,-0.826819513,1.368829049,1.698312709,0.456028073,,,68.40421099,THCA,GDSC2
Entinostat,1593,"HDAC1, HDAC3",Chromatin histone acetylation,TP53_mut,10,4,0.015949553,2.775771452,2.802697155,,,0.986454153,-0.026925704,1.025036017,2.871880936,0.978935064,,,97.89350643,THCA,GDSC2
OSI-027,1594,"MTORC1, MTORC2",PI3K/MTOR signaling,BRAF_mut,7,9,0.692903148,2.305503744,3.417448344,,,0.214800622,-1.1119446,1.876303971,1.366132902,0.190757132,,,0,THCA,GDSC2
OSI-027,1594,"MTORC1, MTORC2",PI3K/MTOR signaling,NRAS_mut,3,13,1.418967976,4.627081822,2.539562757,,,0.105200865,2.087519065,1.423941668,1.47887509,0.043818894,,,0,THCA,GDSC2
OSI-027,1594,"MTORC1, MTORC2",PI3K/MTOR signaling,TP53_mut,11,5,0.919730571,3.378115012,1.947259235,,,0.165591295,1.430855778,1.446362218,1.800323789,0.110230957,,,0,THCA,GDSC2
LGK974,1598,PORCN,WNT signaling,BRAF_mut,7,9,0.267883454,4.697212462,5.026949501,,,0.597471677,-0.329737039,1.140821776,1.294346878,0.603360288,,,0,THCA,GDSC2
LGK974,1598,PORCN,WNT signaling,NRAS_mut,3,13,0.162783743,5.046746917,4.844830153,,,0.64116913,0.201916764,0.357701188,1.331801701,0.803077451,,,0,THCA,GDSC2
LGK974,1598,PORCN,WNT signaling,TP53_mut,11,5,0.491230764,4.697252165,5.290651785,,,0.421531108,-0.59339962,1.148970219,1.344235704,0.377833356,,,0,THCA,GDSC2
VE-822,1613,ATR,Genome integrity,BRAF_mut,7,7,0.912322231,3.436370921,4.783006813,,,0.123498884,-1.346635892,0.903561626,1.881765348,0.113579713,,,0,THCA,GDSC2
VE-822,1613,ATR,Genome integrity,NRAS_mut,3,11,0.148861907,4.301733087,4.057313171,,,0.868304434,0.244419916,2.173693819,1.513310195,0.823068975,,,0,THCA,GDSC2
VE-822,1613,ATR,Genome integrity,TP53_mut,10,4,0.232103471,4.218117053,3.838618402,,,0.779141425,0.379498651,1.293797832,2.381532169,0.701696121,,,0,THCA,GDSC2
WZ4003,1614,"NUAK1, NUAK2","Other, kinases",BRAF_mut,7,7,5.255306353,3.182562125,5.667653978,,,4.36E-07,-2.485091853,0.482390769,0.463159442,4.30E-07,,,0,THCA,GDSC2
WZ4003,1614,"NUAK1, NUAK2","Other, kinases",NRAS_mut,3,11,0.946252088,5.400740417,4.159026498,,,0.018298194,1.24171392,0.224938497,1.433967466,0.171928908,,,0,THCA,GDSC2
WZ4003,1614,"NUAK1, NUAK2","Other, kinases",TP53_mut,10,4,0.14127247,4.482408289,4.281857458,,,0.846871824,0.200550831,1.276301942,1.781642923,0.815294665,,,0,THCA,GDSC2
CZC24832,1615,PI3Kgamma,PI3K/MTOR signaling,BRAF_mut,7,7,0.976439972,5.283926928,6.008794067,,,0.092779536,-0.724867138,0.721294472,0.762838377,0.092701366,,,27.81040995,THCA,GDSC2
CZC24832,1615,PI3Kgamma,PI3K/MTOR signaling,NRAS_mut,3,11,0.304411215,5.845290841,5.592106768,,,0.74710134,0.253184073,1.152568663,0.7512799,0.648613399,,,97.29200981,THCA,GDSC2
CZC24832,1615,PI3Kgamma,PI3K/MTOR signaling,TP53_mut,10,4,0.008551541,5.644309971,5.651486813,,,0.988204646,-0.007176842,0.86502949,0.756639629,0.988704729,,,98.87047292,THCA,GDSC2
AZD5582,1617,"XIAP, cIAP",Apoptosis regulation,BRAF_mut,7,7,1.865106867,2.297138068,5.203399503,,,0.005003726,-2.906261435,1.316601925,1.767118372,0.004469145,,,0,THCA,GDSC2
AZD5582,1617,"XIAP, cIAP",Apoptosis regulation,NRAS_mut,3,11,0.267352223,4.211635318,3.624441549,,,0.717144442,0.587193769,2.293231439,2.176432325,0.688698502,,,0,THCA,GDSC2
AZD5582,1617,"XIAP, cIAP",Apoptosis regulation,TP53_mut,10,4,0.657967688,4.146144549,2.760579375,,,0.419678922,1.385565174,1.780872144,2.867662527,0.287850566,,,0,THCA,GDSC2
GSK2606414,1618,PERK,Metabolism,BRAF_mut,7,7,1.249103095,3.590301409,4.663096714,,,0.042422804,-1.072795304,0.611606182,1.049377472,0.037599516,,,0,THCA,GDSC2
GSK2606414,1618,PERK,Metabolism,NRAS_mut,3,11,0.622610826,4.615247209,3.993458657,,,0.33574473,0.621788552,0.822627106,1.030286064,0.357987328,,,0,THCA,GDSC2
GSK2606414,1618,PERK,Metabolism,TP53_mut,10,4,0.740551352,3.920541762,4.642092309,,,0.370809241,-0.721550547,0.820695797,1.332946853,0.234507741,,,0,THCA,GDSC2
PFI3,1620,"Polybromo 1, SMARCA4, SMARCA2",Chromatin other,BRAF_mut,7,7,1.012471355,5.503110826,6.309733664,,,0.092850058,-0.806622838,0.472749744,1.022706339,0.082553841,,,24.76615235,THCA,GDSC2
PFI3,1620,"Polybromo 1, SMARCA4, SMARCA2",Chromatin other,NRAS_mut,3,11,0.151142322,6.014011451,5.877079734,,,0.851217671,0.136931717,1.060105239,0.871889988,0.820410332,,,93.05348409,THCA,GDSC2
PFI3,1620,"Polybromo 1, SMARCA4, SMARCA2",Chromatin other,TP53_mut,10,4,0.052664665,5.892763899,5.940568109,,,0.949701098,-0.04780421,0.704015749,1.34492776,0.930534841,,,93.05348409,THCA,GDSC2
PCI-34051,1621,"HDAC8, HDAC6, HDAC1",Chromatin histone acetylation,BRAF_mut,7,7,1.164735203,4.127696306,5.304012262,,,0.053606873,-1.176315956,0.776874404,1.19851373,0.049981453,,,14.99443576,THCA,GDSC2
PCI-34051,1621,"HDAC8, HDAC6, HDAC1",Chromatin histone acetylation,NRAS_mut,3,11,0.19937176,4.902032441,4.665078423,,,0.835272374,0.236954018,1.688645651,1.060539299,0.764777619,,,93.70075916,THCA,GDSC2
PCI-34051,1621,"HDAC8, HDAC6, HDAC1",Chromatin histone acetylation,TP53_mut,10,4,0.04774523,4.699582566,4.75653358,,,0.950819035,-0.056951015,1.015276131,1.612089099,0.937007592,,,93.70075916,THCA,GDSC2
Wnt-C59,1622,PORCN,WNT signaling,BRAF_mut,7,7,0.370427189,4.397207584,4.834316886,,,0.503953318,-0.437109302,0.886281114,1.413991615,0.50149856,,,0,THCA,GDSC2
Wnt-C59,1622,PORCN,WNT signaling,NRAS_mut,3,11,0.112371122,4.509644062,4.644703555,,,0.877146649,-0.135059493,1.24725124,1.192629732,0.865901751,,,0,THCA,GDSC2
Wnt-C59,1622,PORCN,WNT signaling,TP53_mut,10,4,0.702337634,4.387321931,5.186862995,,,0.422521444,-0.799541064,0.884678394,1.683998031,0.258131257,,,0,THCA,GDSC2
I-BET-762,1624,"BRD2, BRD3, BRD4",Chromatin other,BRAF_mut,7,7,0.586206775,2.604139375,3.406685068,,,0.301420506,-0.802545694,0.882598898,1.723255212,0.294296479,,,68.84689023,THCA,GDSC2
I-BET-762,1624,"BRD2, BRD3, BRD4",Chromatin other,NRAS_mut,3,11,0.49835772,2.45634838,3.155156905,,,0.421876176,-0.698808525,1.124678998,1.4513765,0.458979268,,,68.84689023,THCA,GDSC2
I-BET-762,1624,"BRD2, BRD3, BRD4",Chromatin other,TP53_mut,10,4,0.075393009,2.974500043,3.082692667,,,0.927307395,-0.108192624,1.129769459,2.099599854,0.900704804,,,90.07048036,THCA,GDSC2
RVX-208,1625,BRD4,Chromatin other,BRAF_mut,7,7,1.089078488,4.428725505,5.326263228,,,0.065787552,-0.897537723,0.711367184,0.923213696,0.064275823,,,0,THCA,GDSC2
RVX-208,1625,BRD4,Chromatin other,NRAS_mut,3,11,0.183386258,4.740182325,4.914943105,,,0.746175181,-0.174760781,0.709054773,0.994595498,0.783082842,,,0,THCA,GDSC2
RVX-208,1625,BRD4,Chromatin other,TP53_mut,10,4,0.298345592,4.796844317,5.079119489,,,0.720186612,-0.282275172,0.746059749,1.382342007,0.623184736,,,0,THCA,GDSC2
OTX015,1626,"BRD2, BRD3, BRD4",Chromatin other,BRAF_mut,7,7,1.09271778,1.096274045,2.768604926,,,0.072082934,-1.672330881,0.959748842,1.939930376,0.063508717,,,19.05261501,THCA,GDSC2
OTX015,1626,"BRD2, BRD3, BRD4",Chromatin other,NRAS_mut,3,11,0.079263598,1.821835306,1.962604262,,,0.881984878,-0.140768956,1.218219157,1.867626261,0.905156015,,,90.51560153,THCA,GDSC2
OTX015,1626,"BRD2, BRD3, BRD4",Chromatin other,TP53_mut,10,4,0.211827054,2.039420501,1.664986946,,,0.743730543,0.374433556,1.730166675,1.875565682,0.726522836,,,90.51560153,THCA,GDSC2
GSK343,1627,EZH2,Chromatin histone methylation,BRAF_mut,7,7,0.414277299,2.935387045,3.327150326,,,0.45842984,-0.391763281,0.604574512,1.192902064,0.453317234,,,67.99758503,THCA,GDSC2
GSK343,1627,EZH2,Chromatin histone methylation,NRAS_mut,3,11,0.663057382,2.64690872,3.263366858,,,0.440306089,-0.616458138,1.094029143,0.893239398,0.328767903,,,67.99758503,THCA,GDSC2
GSK343,1627,EZH2,Chromatin histone methylation,TP53_mut,10,4,0.03559195,3.121415937,3.155900556,,,0.966167487,-0.034484618,0.745660315,1.444627664,0.953017438,,,95.30174385,THCA,GDSC2
ML323,1629,"USP1, UAF1",Protein stability and degradation,BRAF_mut,7,7,1.135339086,4.353903968,5.585096059,,,0.058060738,-1.231192091,1.265343552,0.866526693,0.055138515,,,16.54155454,THCA,GDSC2
ML323,1629,"USP1, UAF1",Protein stability and degradation,NRAS_mut,3,11,0.563035519,5.515491275,4.820593305,,,0.365618285,0.69489797,0.978594957,1.279205805,0.404301674,,,60.64525114,THCA,GDSC2
ML323,1629,"USP1, UAF1",Protein stability and degradation,TP53_mut,10,4,0.022091648,4.97752857,4.949428621,,,0.969694956,0.028099948,1.308215191,1.156445251,0.970826575,,,97.08265749,THCA,GDSC2
Entospletinib,1630,SYK,"Other, kinases",BRAF_mut,7,7,1.531367566,2.897442342,4.194506963,,,0.024015599,-1.297064621,0.339613649,1.148682883,0.014223156,,,0,THCA,GDSC2
Entospletinib,1630,SYK,"Other, kinases",NRAS_mut,3,11,0.493590286,3.962394591,3.432405579,,,0.668891139,0.529989012,1.826437309,0.846364965,0.463188193,,,0,THCA,GDSC2
Entospletinib,1630,SYK,"Other, kinases",TP53_mut,10,4,0.384552623,3.664667532,3.249242454,,,0.500359094,0.415425078,1.12736348,0.924763259,0.527932054,,,0,THCA,GDSC2
PRT062607,1631,SYK,"Other, kinases",BRAF_mut,7,7,0.868116516,3.26327869,4.292809179,,,0.150153117,-1.029530488,0.400187157,1.628722771,0.130314007,,,0,THCA,GDSC2
PRT062607,1631,SYK,"Other, kinases",NRAS_mut,3,11,0.631680737,3.152030812,3.948774786,,,0.42799919,-0.796743974,1.361493909,1.240300103,0.351278888,,,0,THCA,GDSC2
PRT062607,1631,SYK,"Other, kinases",TP53_mut,10,4,0.202490178,3.853454671,3.589517093,,,0.829321335,0.263937578,0.800911452,2.207179323,0.73806716,,,0,THCA,GDSC2
Ribociclib,1632,"CDK4, CDK6",Cell cycle,BRAF_mut,7,9,1.005260229,3.735447337,4.570130886,,,0.058183195,-0.834683549,0.705843862,0.91259585,0.065915359,,,19.77460782,THCA,GDSC2
Ribociclib,1632,"CDK4, CDK6",Cell cycle,NRAS_mut,3,13,0.021379438,4.221301079,4.201185084,,,0.969840119,0.020115994,0.727540442,0.971921176,0.973843866,,,97.38438656,THCA,GDSC2
Ribociclib,1632,"CDK4, CDK6",Cell cycle,TP53_mut,11,5,0.098496041,4.233884583,4.141315783,,,0.903302479,0.0925688,0.49688115,1.572960676,0.857716944,,,97.38438656,THCA,GDSC2
AGI-6780,1634,IDH2 R140Q mutant,Metabolism,BRAF_mut,7,7,1.203686213,4.222008691,5.372408862,,,0.044609466,-1.150400171,1.043297458,0.859286752,0.043847489,,,0,THCA,GDSC2
AGI-6780,1634,IDH2 R140Q mutant,Metabolism,NRAS_mut,3,11,0.900372687,5.54619726,4.59293919,,,0.201886445,0.95325807,0.906250994,1.08666978,0.192054314,,,0,THCA,GDSC2
AGI-6780,1634,IDH2 R140Q mutant,Metabolism,TP53_mut,10,4,0.096094093,4.828471471,4.719052039,,,0.897171626,0.109419432,1.008339563,1.461515909,0.873671366,,,0,THCA,GDSC2
Picolinici-acid,1635,Inflammatory related,Other,BRAF_mut,7,7,0.573969038,5.593923425,6.04478172,,,0.313865373,-0.450858296,0.434413852,1.022416672,0.30403178,,,0,THCA,GDSC2
Picolinici-acid,1635,Inflammatory related,Other,NRAS_mut,3,11,0.100490358,5.884220916,5.801661206,,,0.884136872,0.08255971,0.799616294,0.825888898,0.879951208,,,0,THCA,GDSC2
Picolinici-acid,1635,Inflammatory related,Other,TP53_mut,10,4,0.383621798,5.730753157,6.04085111,,,0.666563551,-0.310097953,0.57733758,1.270321559,0.528914446,,,0,THCA,GDSC2
AZD5153,1706,BRD4,Chromatin other,BRAF_mut,7,5,0.81536466,0.884375257,1.857335598,,,0.239998029,-0.972960341,0.96672217,1.469006433,0.193956753,,,0,THCA,GDSC2
AZD5153,1706,BRD4,Chromatin other,TP53_mut,9,3,0.340382808,1.180241715,1.61837645,,,0.769455586,-0.438134734,0.907339764,2.234083679,0.620730067,,,0,THCA,GDSC2
CDK9_5576,1708,CDK9,Cell cycle,BRAF_mut,7,5,1.439976317,-0.76758874,1.297697342,,,0.063992353,-2.065286082,1.105086041,1.819576918,0.033721007,,,0,THCA,GDSC2
CDK9_5576,1708,CDK9,Cell cycle,TP53_mut,9,3,0.239670571,0.201115134,-0.231556893,,,0.848231265,0.432672027,1.070920219,3.421646423,0.726692399,,,0,THCA,GDSC2
